rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rgr__subsample,param_rgr__n_estimators,param_rgr__min_child_weight,param_rgr__max_depth,param_rgr__learning_rate,param_rgr__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
31,0.782359266281128,0.012932153285976902,0.029697370529174805,0.0010079500362997998,0.5,1000,0.0,7,0.05,1.0,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 1000, 'rgr__min_child_weight': 0, 'rgr__max_depth': 7, 'rgr__learning_rate': 0.05, 'rgr__gamma': 1}",-0.1707004355809217,-0.26762465128826035,-0.205681187848899,-0.41991889047880243,-0.4117876874286756,-0.29514257052511184,0.10336501645872798
32,0.2765077590942383,0.005053820326226359,0.019147920608520507,0.00278866968509577,0.6,200,0.1,3,0.05,1.0,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 3, 'rgr__learning_rate': 0.05, 'rgr__gamma': 1}",-0.18247960302866773,-0.2757223538880044,-0.20445972285761074,-0.40815958114038703,-0.40490267921731654,-0.29514478802639726,0.09603498742060153
33,1.562852716445923,0.01996068301930039,0.027245187759399415,0.001360161461926092,0.6,300,1.0,9,0.01,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 1, 'rgr__max_depth': 9, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.1744668434233564,-0.2824170174428721,-0.20573532491046595,-0.4081330692940528,-0.4053174178768348,-0.29521393458951645,0.09759462148916295
34,0.3774923801422119,0.010516072944438817,0.020963287353515624,0.0009565079861967778,0.7,400,0.0,3,0.1,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 400, 'rgr__min_child_weight': 0, 'rgr__max_depth': 3, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.19269193836696688,-0.29055947284734057,-0.2057735736739929,-0.41325911428670004,-0.3764025719261013,-0.2957373342202203,0.08838200204873131
35,0.6965278625488281,0.0028683558769620975,0.029115962982177734,0.0015305244865957918,0.7,1000,0.0,3,0.1,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 1000, 'rgr__min_child_weight': 0, 'rgr__max_depth': 3, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.19112153746895394,-0.2921926963206746,-0.20360932963609824,-0.4125186627669454,-0.3795842713101943,-0.29580529950057327,0.0895687033248832
36,0.315755033493042,0.0121590989775591,0.02026824951171875,0.003176364483414411,0.7,300,0.1,3,0.1,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 3, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.19295111462824,-0.29111819102107467,-0.20429027273631792,-0.413095118859527,-0.37773166529773944,-0.2958372725085798,0.08881979338180644
37,1.3591349124908447,0.013752905117701116,0.02905755043029785,0.001590968471013794,0.5,400,0.1,6,0.01,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 400, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 6, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.17797168800742905,-0.2742439441127565,-0.2118497425998944,-0.41597102010849846,-0.3992740004353312,-0.29586207905278195,0.09648185730067667
38,0.7266177177429199,0.02491081656272082,0.023989248275756835,0.0020620209382327245,0.7,300,0.1,8,0.01,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.01, 'rgr__gamma': 1}",-0.18446054253372182,-0.29136406096383616,-0.21004021782853546,-0.3968461920939502,-0.39672241630671484,-0.29588668594535167,0.08962870305847621
39,0.4094514846801758,0.012133071723718986,0.023257064819335937,0.0031584722191858082,0.6,400,0.1,3,0.05,1.0,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 400, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 3, 'rgr__learning_rate': 0.05, 'rgr__gamma': 1}",-0.18374231120736245,-0.27245399546685867,-0.20991789879178965,-0.4124777276659771,-0.40097331416966553,-0.2959130494603307,0.09502920719333717
40,1.5676422119140625,0.017885450277436543,0.029689788818359375,0.0018756796231292575,0.5,300,0.0,10,0.01,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 0, 'rgr__max_depth': 10, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.17310614094792195,-0.2816235388799335,-0.2123947117587697,-0.4145877428908536,-0.4006290288839054,-0.29646823267227684,0.09727139115783981
41,2.3301573753356934,0.05795785528488637,0.04065194129943848,0.0023793167779084167,0.6,800,0.0,8,0.01,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 800, 'rgr__min_child_weight': 0, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.17557245190173654,-0.2818861281614843,-0.20630839927115097,-0.4103261762173304,-0.40946912423536225,-0.2967124559574129,0.09868105969870487
42,0.6159652233123779,0.009976207004536915,0.026901960372924805,0.0021925508269426287,0.7,800,1.0,2,0.05,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 800, 'rgr__min_child_weight': 1, 'rgr__max_depth': 2, 'rgr__learning_rate': 0.05, 'rgr__gamma': 1}",-0.17715637993873953,-0.30522646267402087,-0.21525162159877065,-0.40039810912740365,-0.38627501785921475,-0.29686151823962986,0.08918976087829948
43,2.822601318359375,0.055256431470647335,0.04540867805480957,0.0025816972816399115,0.5,1000,1.0,10,0.01,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 1000, 'rgr__min_child_weight': 1, 'rgr__max_depth': 10, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.17686751898711192,-0.27954860604933635,-0.20900634730081666,-0.4144142885143534,-0.4085811143924451,-0.2976835750488127,0.09870498561129788
44,0.6322502136230469,0.02133713579665332,0.02634892463684082,0.004680568988808773,0.7,400,0.1,6,0.05,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 400, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 6, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.17984933200071418,-0.2825178376415555,-0.2243366276348301,-0.4180978842946271,-0.38380098878106894,-0.29772053407055915,0.09100603398677093
45,0.6962285041809082,0.015490962982139455,0.022612285614013673,0.0009167706769157779,0.5,300,0.1,4,0.01,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 4, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.18257423631740904,-0.2829565671763813,-0.2116009118576796,-0.41185836355376,-0.4040277631135942,-0.29860356840376484,0.09509785092479747
45,0.6940177917480469,0.009241189354197446,0.023324012756347656,0.0011841632897168675,0.5,300,1.0,4,0.01,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 1, 'rgr__max_depth': 4, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.18257423631740904,-0.2829565671763813,-0.2116009118576796,-0.41185836355376,-0.4040277631135942,-0.29860356840376484,0.09509785092479747
47,0.32281904220581054,0.0037201252918097364,0.021689176559448242,0.0024172588678254654,0.6,300,1.0,2,0.05,1.0,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 1, 'rgr__max_depth': 2, 'rgr__learning_rate': 0.05, 'rgr__gamma': 1}",-0.18034995646666924,-0.2922358442444737,-0.2174203807915266,-0.4169252629811496,-0.3930668999033029,-0.29999966887742435,0.09330463388386954
48,0.43165082931518556,0.010277431100997115,0.024181461334228514,0.0033041801652395346,0.7,500,0.0,2,0.1,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 500, 'rgr__min_child_weight': 0, 'rgr__max_depth': 2, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.18448946214363654,-0.28021818104326734,-0.2182366965780868,-0.42108122116386176,-0.3972734584197152,-0.3002598038697135,0.09438399530087464
49,0.7434699535369873,0.008789608486422766,0.030089950561523436,0.002358135011483149,0.6,800,0.1,5,0.1,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 800, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 5, 'rgr__learning_rate': 0.1, 'rgr__gamma': 0.1}",-0.2059229825817179,-0.31061303353009584,-0.19985811998172068,-0.41293995738100436,-0.37510303580399507,-0.30088742585570677,0.08646789017615557
50,1.1238909721374513,0.016657199529814554,0.03500213623046875,0.00272070669977606,0.6,1000,0.0,9,0.05,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 1000, 'rgr__min_child_weight': 0, 'rgr__max_depth': 9, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.18325552818071966,-0.27802721132000086,-0.22162474742575733,-0.4064230745392066,-0.4151522886412632,-0.3008965700213896,0.0946959941533928
51,2.2666582584381105,0.1769744804890333,0.04127836227416992,0.003152731399604342,0.5,800,0.0,6,0.01,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 800, 'rgr__min_child_weight': 0, 'rgr__max_depth': 6, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.18696100218053238,-0.27741399795012067,-0.2135007674910027,-0.41351167160710367,-0.41317303772474256,-0.30091209539070035,0.09639391703852333
52,2.049539041519165,0.04457297259444144,0.036403656005859375,0.0016069302431178565,0.7,600,0.1,8,0.01,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 600, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.18929095392929762,-0.28519896745917467,-0.2186703974198776,-0.4036588689383887,-0.40837026242810714,-0.30103789003496917,0.09118547747497903
53,2.250285530090332,0.04724796682419169,0.04289774894714356,0.002827562293169586,0.7,1000,1.0,7,0.01,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 1000, 'rgr__min_child_weight': 1, 'rgr__max_depth': 7, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.19026584564116525,-0.2857185474809215,-0.21466109275663295,-0.4096826922736726,-0.4059679317217782,-0.30125922197483407,0.09249847668613613
54,0.6615587711334229,0.011517390786521687,0.02923417091369629,0.000929811122845132,0.7,900,0.0,2,0.1,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 900, 'rgr__min_child_weight': 0, 'rgr__max_depth': 2, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.18757921002595307,-0.2828483932867068,-0.21506426230764883,-0.422709374103222,-0.3990743064409441,-0.301455109232895,0.09487825161093605
55,1.9310418605804442,0.04392270969086041,0.03642516136169434,0.0021460641305852016,0.7,600,1.0,7,0.01,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 600, 'rgr__min_child_weight': 1, 'rgr__max_depth': 7, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.19020976852383736,-0.28539079110580606,-0.21512255422741264,-0.4102775165923772,-0.40635145273872897,-0.3014704166376324,0.09266332203516241
56,0.5728663444519043,0.016620497058907658,0.01965479850769043,0.0009700642927808579,0.6,200,0.1,8,0.05,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.19393846063844453,-0.29065679891501683,-0.2065209648568388,-0.4022221978973964,-0.41529222676210026,-0.30172612981395935,0.09359642431590899
57,1.4104653358459474,0.01209093713553434,0.034946346282958986,0.0013379250802965411,0.7,700,0.0,4,0.01,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 700, 'rgr__min_child_weight': 0, 'rgr__max_depth': 4, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.20081155377877116,-0.29083756168794145,-0.21347032908092242,-0.4147472314251214,-0.3970624778153856,-0.30338583075762837,0.08937607572361166
58,0.2783318042755127,0.009497743659989621,0.01777200698852539,0.0005629660212343416,0.5,200,0.1,10,0.1,1.0,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 10, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.19456441582486977,-0.28124444073430077,-0.2029717567146903,-0.4021729178654198,-0.4379552011080573,-0.3037817464494676,0.100281950555034
59,0.28304505348205566,0.004853183146594065,0.020314788818359374,0.0024235585473529196,0.6,200,0.1,2,0.05,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 2, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.1971680684594039,-0.290326887002538,-0.22027281860854964,-0.4233446830137934,-0.3904850929700949,-0.304319510010876,0.08981377484101906
60,0.33922533988952636,0.0056075065840956876,0.017380952835083008,0.00040694734128654493,0.5,100,1.0,5,0.05,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 100, 'rgr__min_child_weight': 1, 'rgr__max_depth': 5, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.18164611664320315,-0.28146229524086913,-0.2120439190363846,-0.4314576515953019,-0.42218023668051624,-0.305758043839255,0.1040489398656554
61,0.9645399570465087,0.021139636078234807,0.03046693801879883,0.0029145777405837486,0.5,700,1.0,8,0.05,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 700, 'rgr__min_child_weight': 1, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.20573697741867344,-0.27704364730073694,-0.22036156488174438,-0.44044787245087813,-0.386549237417602,-0.306027859893927,0.09250890962771938
62,0.6465627193450928,0.021195199973204418,0.021851158142089842,0.0011716460954198271,0.7,300,0.0,10,0.05,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 300, 'rgr__min_child_weight': 0, 'rgr__max_depth': 10, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.17271849777873996,-0.28568353573442096,-0.2267870886116716,-0.4322902743733659,-0.41665263926683843,-0.30682640715300735,0.10260723962696772
63,0.8078853607177734,0.013372298379897141,0.02947063446044922,0.0031989344442750448,0.5,800,0.0,8,0.1,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 800, 'rgr__min_child_weight': 0, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.1, 'rgr__gamma': 0.1}",-0.2077305405233631,-0.29200345607281697,-0.21967396659507993,-0.43359917672981807,-0.3816099752361588,-0.3069234230314474,0.08865565820411934
64,1.8838473796844482,0.02073756411218151,0.043216609954833986,0.0014844128113987592,0.6,1000,1.0,4,0.01,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 1000, 'rgr__min_child_weight': 1, 'rgr__max_depth': 4, 'rgr__learning_rate': 0.01, 'rgr__gamma': 0.1}",-0.2062649031001134,-0.29814443160615983,-0.21503531008540774,-0.41367978977837405,-0.40205625132586265,-0.30703613717918354,0.08843047773692018
65,0.37348155975341796,0.005854440852339641,0.020499801635742186,0.003125995687143876,0.7,200,0.1,7,0.1,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 7, 'rgr__learning_rate': 0.1, 'rgr__gamma': 0.1}",-0.20420343803125304,-0.2899777069290666,-0.19213332007623396,-0.43393719631288286,-0.4178817360942501,-0.30762667948873734,0.10242762648996448
66,0.5950337886810303,0.025993153830740804,0.021631622314453126,0.003001791039566889,0.7,200,0.1,9,0.01,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 9, 'rgr__learning_rate': 0.01, 'rgr__gamma': 1}",-0.1904523476123258,-0.31239305330178385,-0.22159396827501793,-0.40104266880145695,-0.41485608774088734,-0.3080676251462944,0.09097020463515312
67,0.7513849258422851,0.021526474300652153,0.025085639953613282,0.0017529102304290776,0.6,400,1.0,10,0.05,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 400, 'rgr__min_child_weight': 1, 'rgr__max_depth': 10, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.17772983034560658,-0.28941455945993694,-0.21490569427413858,-0.42978690004048875,-0.42895837477340965,-0.3081590717787161,0.10530445041932038
68,0.5929316520690918,0.022735239878912697,0.020079660415649413,0.0007848066837634982,0.7,200,0.1,8,0.01,1.0,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0.1, 'rgr__max_depth': 8, 'rgr__learning_rate': 0.01, 'rgr__gamma': 1}",-0.19226111913547947,-0.3110410071983139,-0.22159396827501793,-0.40104266880145695,-0.41622843899914086,-0.3084334404818818,0.09081864616877107
69,0.26986403465270997,0.011348416616169978,0.020077228546142578,0.003919331469949217,0.5,200,0.0,3,0.1,1.0,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0, 'rgr__max_depth': 3, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.19742553214136352,-0.2805067788528528,-0.22421494952457013,-0.40144137446758293,-0.4392889288261104,-0.30857551276249595,0.09588424485225555
70,0.18230986595153809,0.004994768178095112,0.017704105377197264,0.003312730307700698,0.5,100,1.0,2,0.1,1.0,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 100, 'rgr__min_child_weight': 1, 'rgr__max_depth': 2, 'rgr__learning_rate': 0.1, 'rgr__gamma': 1}",-0.20276775264913532,-0.2696243804018597,-0.21592881520222815,-0.431315594345264,-0.42515463178781415,-0.30895823487726026,0.09995095759399629
71,0.4002522945404053,0.012847383215595651,0.022071123123168945,0.004918285683553206,0.7,200,0.0,10,0.1,0.1,"{'rgr__subsample': 0.7, 'rgr__n_estimators': 200, 'rgr__min_child_weight': 0, 'rgr__max_depth': 10, 'rgr__learning_rate': 0.1, 'rgr__gamma': 0.1}",-0.1849610999104619,-0.2796433478273982,-0.2226262340894882,-0.4386187237019728,-0.42028055835865713,-0.30922599277759566,0.10285135880369756
72,0.874096155166626,0.021799803822898537,0.028469181060791014,0.002404660233810136,0.5,600,1.0,7,0.05,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 600, 'rgr__min_child_weight': 1, 'rgr__max_depth': 7, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.19823019604387968,-0.2812644559871915,-0.23096040452948377,-0.43816670149897097,-0.3992047672700723,-0.3095653050659196,0.09375364237900306
73,0.6367548942565918,0.01338782154720577,0.02448749542236328,0.0018318128133938552,0.6,400,0.0,5,0.05,0.1,"{'rgr__subsample': 0.6, 'rgr__n_estimators': 400, 'rgr__min_child_weight': 0, 'rgr__max_depth': 5, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.20147141517659678,-0.30721112750795637,-0.21595456824514445,-0.42525024324125377,-0.40017994017956,-0.3100134588701023,0.09170148749039565
74,0.9401926517486572,0.022523355108625548,0.030333614349365233,0.0026092201538983227,0.5,700,0.0,7,0.05,0.1,"{'rgr__subsample': 0.5, 'rgr__n_estimators': 700, 'rgr__min_child_weight': 0, 'rgr__max_depth': 7, 'rgr__learning_rate': 0.05, 'rgr__gamma': 0.1}",-0.19884379552526515,-0.28212342124624734,-0.23196585399649516,-0.43830003221348357,-0.3995774495643914,-0.3101621105091765,0.09349547552271782
