rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocess__categorical__encode__min_frequency,param_rgr__C,param_rgr__epsilon,param_rgr__loss,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
183,0.06412396430969239,0.0010983153781163046,0.02004551887512207,0.0005074635591535061,5,0.0001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1072955.685326843,-946499.1328158792,-1024757.8372355418,-1065738.9503258301,-1029304.6265036359,-1027851.2464415461,44943.823598498544
184,0.06532974243164062,0.001169091373974206,0.020073318481445314,0.0007948810866608026,5,0.0001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1073233.4901933367,-946779.5779103425,-1025063.5719272017,-1066041.5616068973,-1029629.8174397085,-1028149.6038154975,44946.97546485106
185,0.06771817207336425,0.0018380022157255642,0.02080535888671875,0.0008460616712838067,4,0.0001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1076643.332400141,-960489.4542520625,-1032927.8856720135,-1069809.441877323,-1029948.1105234266,-1033963.6449449934,41284.69665851119
186,0.06619000434875488,0.0007539717269847451,0.020106410980224608,0.0005652619748482871,4,0.0001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1076646.384792159,-960492.4670295509,-1032931.2385526885,-1069812.777622345,-1029951.7238834021,-1033966.9183760291,41284.747543974
187,0.06688399314880371,0.0018491377797349284,0.020573234558105467,0.0003747933572176294,4,0.0001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1076673.8358512917,-960519.5627244039,-1032961.3218113328,-1069842.791976102,-1029984.244662365,-1033996.351405099,41285.20737956404
188,0.06619949340820312,0.0006230232379759018,0.020986175537109374,0.0005846462381082358,4,0.0001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1076949.6498568936,-960790.3819674888,-1033261.2641205481,-1070142.9300297615,-1030309.5058309913,-1034290.7463611367,41290.1315016329
189,0.06723265647888184,0.002747267144241505,0.021893310546875,0.0025145807384795004,3,0.0001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1081770.8655097745,-965138.0145855015,-1034667.0962616572,-1071966.1305702098,-1032042.7999732305,-1037116.9813800749,41039.37982475425
190,0.0677309513092041,0.0025141532361747884,0.020114707946777343,0.00024325039914764647,3,0.0001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1081773.880469277,-965141.002165833,-1034670.4005563163,-1071969.449576088,-1032046.3934043322,-1037120.2252343692,41039.42330735227
191,0.0675511360168457,0.0016265318557164114,0.023119211196899414,0.004373153216396272,3,0.0001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1081800.99930012,-965167.8693794287,-1034700.1334281594,-1071999.3239594453,-1032078.734824889,-1037149.4121784086,41039.81925538932
192,0.06900954246520996,0.002987902250936156,0.029104089736938475,0.01605343825895043,3,0.0001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1082073.380562158,-965436.3994731064,-1034997.9806013536,-1072297.8901643911,-1032402.2025539635,-1037441.5706709946,41044.05561216212
193,0.06619825363159179,0.0014160511031284565,0.022023677825927734,0.0018153513824595623,2,0.0001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1088162.997896465,-982278.7829323288,-1038943.185923591,-1074013.295225292,-1033374.8981481999,-1043354.6320251754,36870.20089082278
194,0.06631855964660645,0.0006299781608749009,0.02024993896484375,0.0004718255273610174,2,0.0001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1088165.984236137,-982281.6519145796,-1038946.4599437981,-1074016.6005635292,-1033378.4775874912,-1043357.8348491071,36870.253832552444
195,0.06642513275146485,0.0004961700036333096,0.02070646286010742,0.0007189424613383057,2,0.0001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1088192.835243884,-982307.4571631475,-1038975.9193967903,-1074046.3477037076,-1033410.6930839363,-1043386.6505182931,36870.729197667475
196,0.06668548583984375,0.0018869611859807453,0.0204770565032959,0.0006980267513365258,2,0.0001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1088462.657450432,-982566.500934425,-1039270.9822446897,-1074343.9987727434,-1033732.9017878665,-1043675.4082380313,36875.496178580834
197,0.0678980827331543,0.0018979721468925285,0.021320581436157227,0.0004868062752830061,,0.0001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1104855.7247634397,-995685.9811453884,-1044386.8572841077,-1075465.0022319604,-1032524.0104639998,-1050583.5151777794,37263.50668880472
198,0.06831779479980468,0.0024101312372130286,0.021253347396850586,0.0011184872841940483,,0.0001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1104858.5868282635,-995688.761396707,-1044390.0948253308,-1075468.2949544995,-1032527.579118776,-1050586.6634247154,37263.50733078475
199,0.06715121269226074,0.0003622191272401882,0.02102975845336914,6.94894906807499e-05,,0.0001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1104884.3251940496,-995713.7666924809,-1044419.2219001784,-1075497.9209667721,-1032559.6975683424,-1050614.9864643647,37263.511492350575
200,0.06773767471313477,0.0019660441326267695,0.02024683952331543,0.0012380341113699888,,0.0001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1105143.2184118945,-995965.0177960112,-1044711.4293467789,-1075795.1217825992,-1032880.9371653054,-1050899.1449005178,37263.73875637847
201,0.06403589248657227,0.00150436483631127,0.020198488235473634,0.0004918848507199509,5,0.1,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1264642.5666588782,-1142425.3201496592,-1247350.0524861147,-1272303.0323371484,-1218479.6406225457,-1229040.1224508693,47091.644051641146
202,0.06512408256530762,0.002200427789173376,0.020040321350097656,0.0006607744385302824,5,0.1,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-1265266.628765722,-1142448.827925908,-1248083.7225255852,-1272294.1445779023,-1218478.9725028048,-1229314.4592595845,47233.76496969657
203,0.0645761489868164,0.0020422805616049137,0.020210790634155273,0.0006544518235860661,5,0.1,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1265791.3880047023,-1142666.48036477,-1247560.523784169,-1272182.8630241726,-1218463.8834804676,-1229333.0277316563,47173.70191110566
204,0.06520099639892578,0.0016993558569359105,0.01993088722229004,0.0011253066725949053,5,0.1,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-1265837.4006038979,-1142711.1547996753,-1248276.3069615245,-1272254.1647273442,-1218484.9535051235,-1229512.796119513,47232.423332031714
205,0.07189216613769531,0.003507633014060823,0.020715904235839844,0.0006572761060913397,4,0.1,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1269574.2784681777,-1152205.2153301425,-1254428.1029622518,-1275490.2216510202,-1219776.5545705506,-1234294.8745964286,45379.58487195179
206,0.06997089385986328,0.008532780331597295,0.0206174373626709,0.000810753060200258,4,0.1,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-1268656.301922063,-1152188.5175397776,-1255462.6769227518,-1275478.9805879057,-1219809.6171159677,-1234319.2188176932,45334.727791577956
207,0.07619261741638184,0.006282721487338932,0.021422767639160158,0.001434029834842963,4,0.1,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1269271.7659292659,-1152197.6862333005,-1254856.268822148,-1275544.9736885717,-1219787.8174972003,-1234331.7024340974,45383.082302305666
208,0.06535468101501465,0.0030796024039750577,0.020095396041870116,0.0003694234881677534,4,0.1,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-1269578.2781949444,-1152014.6465745042,-1254943.7424768235,-1275485.407705404,-1219901.4537758236,-1234384.7057455,45486.52651087253
209,0.06754131317138672,0.002320144769723669,0.0208221435546875,0.0007998771367164676,3,0.1,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-1274483.0064365838,-1156854.1256688582,-1257920.3643630124,-1279543.8576710774,-1223395.6794916256,-1238439.4067262313,45278.46395875907
210,0.07052292823791503,0.0035959483235506345,0.02114553451538086,0.0011375456408758155,3,0.1,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1275191.940909853,-1157130.9071932419,-1258737.452419746,-1279324.7193325304,-1223369.8090721387,-1238750.965785502,45325.594842945844
211,0.06648564338684082,0.0015723236870892137,0.021118927001953124,0.000837692631808949,3,0.1,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-1274668.7263515093,-1157158.613844713,-1259383.6906741827,-1279406.217155299,-1223358.818256245,-1238795.2132563898,45305.330008618155
212,0.06864047050476074,0.00268156876022026,0.02074289321899414,0.0007880714560372,3,0.1,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1275184.8823717588,-1157176.0431535656,-1259307.5209872108,-1279438.305609207,-1223404.0249507097,-1238902.1554144905,45376.963682860754
213,0.06611557006835937,0.003163405381158212,0.021695709228515624,0.0016702326976937509,2,0.1,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-1278962.7546961347,-1168750.7642511872,-1263737.317292353,-1283845.4128552082,-1226364.503150145,-1244332.1504490054,42831.108894729456
214,0.06580805778503418,0.0029554044440786706,0.02201552391052246,0.0014937867494818893,2,0.1,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1279616.0075373868,-1168567.3456594823,-1264354.1750241735,-1283923.2163149796,-1226368.1994120677,-1244565.788789618,43072.080940690306
215,0.06598386764526368,0.0012870114091302004,0.021213340759277343,0.0008622198898042513,2,0.1,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1279516.001897733,-1168744.9357867872,-1264622.5193551776,-1283795.665561077,-1226480.5451491997,-1244631.933549995,42985.18112268344
216,0.06731572151184081,0.0015450549430131575,0.020915508270263672,0.0010467038980711413,2,0.1,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-1280735.419431326,-1168535.9525640274,-1263916.0170139442,-1284471.046371464,-1226464.627929371,-1244824.6126620264,43319.64027495747
217,0.07028932571411133,0.004435259853393806,0.02187490463256836,0.0009933982975497677,,0.1,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1290050.488168226,-1179317.6441042665,-1271968.7854549633,-1288116.3271861915,-1229539.7989412209,-1251798.6087709735,42279.9333722888
218,0.06781744956970215,0.0023833946059674356,0.02347555160522461,0.0038897952779154126,,0.1,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-1290852.6413408117,-1179304.0978745862,-1271602.1621547276,-1288426.8866854343,-1229482.1012104582,-1251933.5778532035,42455.66738636272
219,0.0711707592010498,0.007199782569129786,0.021641874313354494,0.0005604079007318747,,0.1,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-1290529.5229172015,-1179551.803833458,-1272332.0695047155,-1288177.926611199,-1229450.4495426398,-1252008.3544818428,42341.42785756045
220,0.06818857192993164,0.0015029589276291022,0.022055625915527344,0.0018396719491350793,,0.1,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.1), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1291800.6280461643,-1179497.6039190392,-1271158.432521838,-1288922.5692134097,-1229458.3097766659,-1252167.5086954234,42612.19681422685
221,0.06567921638488769,0.0028146763816302117,0.019885778427124023,0.0005074332022401781,5,1e-05,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1432326.639655063,-1316039.3545023089,-1440146.2719486072,-1459928.716175141,-1469160.7147390067,-1423520.3394040256,55343.92185661747
222,0.06419100761413574,0.0007123320844356366,0.0199796199798584,0.0006667005538732802,5,1e-05,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1432327.0876068017,-1316039.8224078496,-1440146.8341874275,-1459929.2630011535,-1469161.4811264297,-1423520.8976659323,55343.9865028219
223,0.06570725440979004,0.001294272014359754,0.020157814025878906,0.00103726380557371,5,1e-05,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1432331.1191759119,-1316044.0335619824,-1440151.8943664616,-1459934.1844646006,-1469168.3786430608,-1423525.9220424036,55344.56833465126
224,0.06471948623657227,0.0018536508859088767,0.028185939788818358,0.01627647029280034,5,1e-05,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1432371.4352101188,-1316086.1455257554,-1440202.4990924802,-1459983.4020032722,-1469237.356762103,-1423576.167718746,55350.3882359378
225,0.0657954216003418,0.0008596419309442946,0.020899438858032228,0.0020806553251269,4,1e-05,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1433222.5358644275,-1318353.3288617635,-1441738.4239002457,-1460702.4639360127,-1469604.8453081907,-1424724.3195741281,54745.18344686982
226,0.06943950653076172,0.0033945392280202422,0.020963191986083984,0.001120813758616927,4,1e-05,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1433222.9767282375,-1318353.7778248845,-1441738.9731690018,-1460703.0043155972,-1469605.6083250353,-1424724.8680725512,54745.25293862162
227,0.07025327682495117,0.00557371189689863,0.020628833770751955,0.000958653974730224,4,1e-05,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1433226.9445058887,-1318357.8184969549,-1441743.916617298,-1460707.8677611048,-1469612.4755062144,-1424729.8045774922,54745.87838061206
228,0.06684246063232421,0.0024540277635555882,0.02036285400390625,0.0007389525609612278,4,1e-05,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1433266.622614927,-1318398.2256117365,-1441793.3540201697,-1460756.505111518,-1469681.1502461429,-1424779.1715208988,54752.134406711666
229,0.06763582229614258,0.005325097960614783,0.020339059829711913,0.0006760888981937526,3,1e-05,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1434517.5559471438,-1319580.033151885,-1442626.9211233782,-1461555.9683869192,-1470442.2063193014,-1425744.5369857256,54613.59335002651
230,0.06564044952392578,0.0006285315008735571,0.02051968574523926,0.0006349876170659453,3,1e-05,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1434517.9859953304,-1319580.472241245,-1442627.4629043818,-1461556.5015134194,-1470442.96230494,-1425745.076991863,54613.66361280187
231,0.06605472564697265,0.0009722683650679373,0.020142793655395508,0.00044884170313310616,3,1e-05,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1434521.8564322332,-1319584.4240492436,-1442632.338962797,-1461561.2996810826,-1470449.7662051702,-1425749.9370661052,54614.29599418764
232,0.06668996810913086,0.001220154154539763,0.020948219299316406,0.0004334678843186914,3,1e-05,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1434560.5611200316,-1319623.942501523,-1442681.1024561294,-1461609.2842446787,-1470517.808126247,-1425798.539689722,54620.62143231535
233,0.06602592468261718,0.001148177928971568,0.021416139602661134,0.0014524245714549189,2,1e-05,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1435902.2968876688,-1322516.6164605345,-1443832.7741849774,-1462492.0188191766,-1471123.0302501938,-1427173.3473205103,53825.171740267295
234,0.06756768226623536,0.0008917282803103966,0.02228059768676758,0.0010755791033729629,2,1e-05,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1435902.7154766328,-1322517.031664046,-1443833.3058617772,-1462492.5441266454,-1471123.7804379794,-1427173.8755134162,53825.24821426473
235,0.06815695762634277,0.0034102042355961177,0.02052483558654785,0.0004849014620439794,2,1e-05,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1435906.4827803348,-1322520.768499046,-1443838.0909822679,-1462497.2719229579,-1471130.5321574572,-1427178.629268413,53825.936496950155
236,0.06539816856384277,0.0014814008009773995,0.021903133392333983,0.0034083030575693843,2,1e-05,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1435944.1561170525,-1322558.1371852227,-1443885.9450874934,-1462544.55276619,-1471198.052263493,-1427226.1686838903,53832.8209779719
237,0.0683835506439209,0.0034571009029399735,0.020418787002563478,0.0007023304961804968,,1e-05,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1438575.6626046647,-1325172.9885858966,-1445282.5428752424,-1463472.1008847272,-1471844.8699577155,-1428869.6329816491,53218.0166095841
238,0.06920533180236817,0.0017965435348546294,0.022704410552978515,0.002318354539379845,,1e-05,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1438576.0590172333,-1325173.3820851422,-1445283.0624343916,-1463472.6179850188,-1471845.61405448,-1428870.147115253,53218.09718839977
239,0.07157688140869141,0.006097389994385831,0.0218294620513916,0.0011025077170625937,,1e-05,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-1438579.626733107,-1325176.9235813734,-1445287.7384959317,-1463477.2719167015,-1471852.3109547212,-1428874.7743363671,53218.82241525007
240,0.06846108436584472,0.002334536760325827,0.020891284942626952,0.00043233349159503174,,1e-05,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1e-05), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1438615.304164486,-1325212.3388423785,-1445334.5020020283,-1463523.8141100893,-1471919.2828642582,-1428921.0483966481,53226.07641731815
241,0.0640864372253418,0.0011228606517345366,0.020198297500610352,0.0007291398890848994,5,0.01,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-1463863.1620639113,-1349668.1235923872,-1480173.716008518,-1495828.2575821741,-1521515.1174599933,-1462209.6753413968,59394.252554045386
241,0.06397786140441894,0.0009499544623911268,0.020360136032104494,0.0007216890550471308,5,0.01,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1463863.1620639113,-1349668.1235923872,-1480173.716008518,-1495828.2575821741,-1521515.1174599933,-1462209.6753413968,59394.252554045386
241,0.06402878761291504,0.0006476915366135892,0.01953611373901367,0.0006792172926860565,5,0.01,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-1463863.1620639113,-1349668.1235923872,-1480173.716008518,-1495828.2575821741,-1521515.1174599933,-1462209.6753413968,59394.252554045386
241,0.06489300727844238,0.0010081782368282308,0.019805049896240233,0.00037478346846231365,5,0.01,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1463863.1620639113,-1349668.1235923872,-1480173.716008518,-1495828.2575821741,-1521515.1174599933,-1462209.6753413968,59394.252554045386
245,0.06826820373535156,0.0022667538024227956,0.02033834457397461,0.0011025550444998774,4,0.01,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-1464263.1279595175,-1350711.6669791443,-1480892.0096422639,-1496183.8984333528,-1521736.7076217032,-1462757.4821271964,59129.124966911084
245,0.06636967658996581,0.0021328952236231995,0.022156810760498045,0.001828534723038051,4,0.01,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-1464263.1279595175,-1350711.6669791443,-1480892.0096422639,-1496183.8984333528,-1521736.7076217032,-1462757.4821271964,59129.124966911084
