rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocess__categorical__encode__min_frequency,param_rgr__C,param_rgr__epsilon,param_rgr__loss,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
117,0.06773567199707031,0.0032619174446029183,0.020467376708984374,0.0003901748011728054,2,0.01,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-67923.36195191929,-59159.277820452364,-73199.78221187637,-56280.58730561464,-55764.55360241141,-62465.51257845482,6915.200712209011
118,0.065899658203125,0.001070345997170624,0.020331621170043945,0.0008583444878500299,2,0.01,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-67924.40826107543,-59160.529896560496,-73201.27773732625,-56281.83818646251,-55766.11436210022,-62466.83368870497,6915.184203889412
119,0.0664292335510254,0.0012643781447731713,0.020098400115966798,0.0005699528536229074,2,0.01,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-67933.3821504971,-59171.8024557722,-73214.59253795898,-56292.99719017928,-55779.25904945262,-62478.406676772036,6915.113089294739
120,0.06706876754760742,0.0019285899619768886,0.02068357467651367,0.0005470014219064674,2,0.01,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-68008.50066746316,-59286.574082368614,-73357.3282851426,-56393.3235656422,-55919.59656610374,-62593.06463334407,6915.217487827583
121,0.08053603172302246,0.007309608139863322,0.021370840072631837,0.003368944662957509,5,10.0,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(10.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-83849.0420101804,-53941.72880832238,-69821.32225109402,-59817.11570150762,-54161.996135301975,-64318.24098128127,11338.584879286074
122,0.0746068000793457,0.0018723450936915583,0.02033863067626953,0.0006861654994644783,5,10.0,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(10.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-84219.16872981814,-53946.207105543544,-69756.07237678366,-60122.934911439464,-54159.718672899595,-64440.820359296886,11436.057557111308
123,0.07760953903198242,0.002554892096424753,0.019782876968383788,0.0003413921819812225,5,10.0,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(10.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-84287.29432598782,-53939.03199362911,-69709.29648446175,-60157.91240911388,-54173.63463446969,-64453.43396953245,11451.502400744355
124,0.07528185844421387,0.001136536490164031,0.01977405548095703,0.0006021800802467023,5,10.0,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(10.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-84269.73597751712,-53940.64460613758,-69748.14352711223,-60163.63630606544,-54172.748584062465,-64458.98180017896,11448.43410136313
125,0.06740026473999024,0.0025920097934017702,0.02153167724609375,0.0019663190952163255,3,0.01,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-74861.22774418666,-61236.50587096229,-80543.97020237357,-68824.57175930165,-61400.39682372442,-69373.33448010973,7549.528861172912
126,0.06735873222351074,0.000832540977830517,0.02010769844055176,0.0005803268151441947,3,0.01,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-74862.13092376197,-61237.75971384791,-80545.47692704755,-68829.3330198803,-61402.09092619924,-69375.35830214739,7549.408863443129
127,0.07032337188720703,0.006588857311485199,0.021050548553466795,0.0006970143668812206,3,0.01,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-74869.91002984128,-61248.81098428889,-80558.87889599585,-68842.40459788505,-61407.86706086996,-69385.57431377619,7550.714368415496
128,0.06994414329528809,0.0034109697929961408,0.021452569961547853,0.0019594146331971102,3,0.01,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-74943.47873885276,-61358.83797038157,-80691.82277943102,-68972.2391437554,-61564.99237495996,-69506.27420147615,7542.009782569109
129,0.06750822067260742,0.0019915195677463757,0.02105536460876465,0.0005312269970875753,4,0.01,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-87893.84817983142,-73589.78717503873,-96184.1341864514,-77514.25035017247,-72953.44796745609,-81627.09357179001,9032.447578865376
130,0.06675539016723633,0.0026705596419605315,0.019963693618774415,0.0004973550403225958,4,0.01,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-87895.13379424425,-73591.21927957065,-96185.87697182466,-77516.008426486,-72955.08008856441,-81628.66371213799,9032.45929476865
131,0.06613593101501465,0.0008678003630490771,0.021194267272949218,0.0006279292431126861,4,0.01,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-87907.40521110872,-73604.0871568282,-96201.50076652745,-77531.67775946767,-72968.56618677342,-81642.64741614109,9032.891107967886
132,0.06695675849914551,0.0004678787574334369,0.0282193660736084,0.016400981643525915,4,0.01,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-88016.07190912413,-73707.50145731987,-96356.8859619532,-77692.9715907192,-73123.86062959638,-81779.45830974256,9035.175465657614
133,0.07959694862365722,0.003725322109544355,0.029693794250488282,0.016889454971657697,,100.0,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(100.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-68079.22172438154,-103123.5736009381,-87213.85180844356,-71259.15062568847,-84035.24022245982,-82742.2075963823,12521.432566745061
134,0.08211336135864258,0.006897287568948532,0.02104330062866211,0.0007237032341179464,,100.0,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(100.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-68874.99356643423,-107465.13135030135,-87720.94306749624,-72984.50755350111,-92624.45784646823,-85934.00667684022,13930.140444862125
135,0.06543288230895997,0.0010792800601925748,0.020746326446533202,0.0006487970086044902,5,0.01,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-94021.74834555104,-74579.9904308838,-105111.74988057188,-80139.12800027059,-79836.18305702125,-86737.75994285972,11221.809656315847
136,0.06680154800415039,0.002051481383062025,0.01973896026611328,0.0006923022548106363,5,0.01,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-94022.76853821456,-74581.28583565743,-105113.64313979045,-80140.7583193436,-79837.92082041336,-86739.27533068389,11221.875913366972
137,0.06619248390197754,0.0017204142633875266,0.019551849365234374,0.000677604571002449,5,0.01,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-94031.37056416688,-74592.82648887514,-105130.9610154809,-80156.09421257662,-79853.58164658655,-86752.96678553722,11222.433680397242
138,0.06490416526794433,0.0021856282329302916,0.020284557342529298,0.0008029541115694618,5,0.01,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.01), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-94128.37562972453,-74714.59642788587,-105302.67256597868,-80316.28882679409,-80013.19370569872,-86895.02543121637,11226.442553596955
139,0.076348876953125,0.005676836495322878,0.022000646591186522,0.0015791571938281225,,100.0,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(100.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-73184.74883795435,-124481.5553311949,-96922.70541376635,-76223.51885715737,-108534.84416775059,-95869.47452156471,19394.496153043692
140,0.07793965339660644,0.0018946985221678393,0.021509742736816405,0.0008641059869548662,,100.0,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(100.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-73689.58879644496,-124935.9084866742,-100304.03351570248,-76107.28653486761,-108730.06106718442,-96753.37568017474,19537.1573250967
141,0.06712546348571777,0.000882961640970754,0.021476221084594727,0.0011138687025290049,,1.0,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-296559.58711817337,-255611.03042009167,-211146.44884281556,-194674.58814403077,-205040.72028862708,-232606.4749627477,38153.4840233612
142,0.06737556457519531,0.00024092423802727345,0.02062373161315918,0.0005010527033686103,,1.0,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-297148.8553954116,-255791.01896931857,-211262.40172632493,-194674.64761727408,-205040.31340410927,-232783.44742248772,38359.8008535377
143,0.06859679222106933,0.0018898865261629772,0.020732641220092773,0.0006975730466195276,,1.0,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-297058.2853203565,-255808.63524109413,-211400.75181822566,-194673.98160146642,-205041.24690614257,-232796.58017745707,38316.03827247896
144,0.06817922592163086,0.0014934144374148385,0.02105422019958496,0.000904039659032616,,1.0,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-297216.5905264521,-255975.9246725023,-211269.86644577165,-194667.21806560917,-205090.85527380442,-232844.09099682793,38398.08148794432
145,0.0693972110748291,0.003082102244596248,0.021066713333129882,0.00036584438416875805,2,1.0,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-270634.6122991181,-256912.11507814896,-226563.70061741778,-219290.36288863656,-227115.77339307105,-240103.31285527852,19999.36121502353
146,0.06836018562316895,0.004077030210798319,0.02088003158569336,0.0008683333665663372,2,1.0,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-270079.60772664647,-256985.96276708748,-227168.9093247654,-219152.5208477694,-229102.24795953295,-240497.84972516037,19545.23847295748
147,0.06682767868041992,0.0009877005194132928,0.021789979934692384,0.000571597222006241,2,1.0,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-270558.32425687165,-256706.61745829915,-227423.85594561728,-219448.84702201956,-228873.54252104994,-240602.2374407715,19572.512064845152
148,0.0696878433227539,0.0029083948398166437,0.020154380798339845,0.0006157113455443768,2,1.0,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-270480.9327388426,-256714.08398218668,-227203.4304460755,-219842.42690979224,-228976.1848449317,-240643.41178436577,19483.235953920706
149,0.06895065307617188,0.0037415680669652973,0.020668172836303712,0.0010452494414395525,3,1.0,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-276127.588994279,-236962.87601824076,-240887.99489560552,-226935.01347003458,-235961.2824258058,-243374.9511607931,17001.582158954116
150,0.06698651313781738,0.001525143650353747,0.02149968147277832,0.001733569064450229,3,1.0,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-276110.0895315574,-236972.5880276116,-240893.0143942722,-226994.26782960462,-235918.64881073544,-243377.72171875625,16986.245851908592
151,0.06718974113464356,0.00253351695973505,0.020326614379882812,0.0008791344539059058,3,1.0,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-275508.0030936823,-237053.64343866156,-240950.00859746852,-226933.71652397202,-237510.85152045544,-243591.24463484794,16630.335239647313
152,0.06589865684509277,0.0017061934968464548,0.02030153274536133,0.0004083844386107639,3,1.0,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-276148.91637402045,-236954.72180787605,-240887.98767058985,-227006.5460285516,-237593.98546142265,-243718.43146849214,16865.891530097666
153,0.06442470550537109,0.0012435152317250315,0.020047426223754883,0.0006608954411730874,5,1.0,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-272788.13858543703,-225401.15079585367,-240473.08603176454,-237096.5070036329,-252026.89623508343,-245557.1557303543,16044.181786236699
154,0.06497778892517089,0.0014934370388882546,0.020631170272827147,0.001140394845207776,5,1.0,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-272313.0335091894,-225233.668916128,-240153.04389528508,-236799.73251734462,-253626.81937227485,-245625.2596420444,16123.983866535493
155,0.0667417049407959,0.0014867574988231555,0.020479249954223632,0.0003937779860592751,5,1.0,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-272356.2677803873,-225202.13723586692,-240177.97316039493,-236819.82253735737,-253574.23078980096,-245626.0863007615,16137.196264646886
156,0.06473689079284668,0.0012116791585841215,0.019676780700683592,0.00038334076505439784,5,1.0,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-272315.29686053225,-225269.77181474588,-240157.78039823475,-236796.58269752638,-253599.3167414067,-245627.74970248918,16112.90410140645
157,0.06691160202026367,0.0014805035302949817,0.020344972610473633,0.0015672620650976177,4,1.0,0.01,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'epsilon_insensitive'}",-274599.6103711847,-244227.98133604386,-257298.0160610904,-239987.10047968483,-249851.30407209063,-253192.8024640189,12173.975502774509
158,0.07133173942565918,0.0027534474805305273,0.021397495269775392,0.00096532592549685,4,1.0,0.1,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'epsilon_insensitive'}",-274625.85889337235,-244233.4603141655,-257335.04041483623,-239986.0661767752,-249837.5248693777,-253203.5901337054,12185.885639804721
159,0.0663231372833252,0.0018464778598402032,0.01986236572265625,0.0001703206261099667,4,1.0,0.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'epsilon_insensitive'}",-274607.25843532546,-244230.1383198334,-257310.9951783347,-240028.4577550279,-249851.95084482623,-253205.76010666956,12168.222598200824
160,0.06624364852905273,0.0022752557598185123,0.01990032196044922,0.0009261952445215022,4,1.0,1.0,epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(1.0), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'epsilon_insensitive'}",-275053.31312243064,-244224.72595418378,-257474.18644996875,-239917.33841381225,-249678.50905319492,-253269.61459871806,12370.911646062648
161,0.07165746688842774,0.004530649366059861,0.022086095809936524,0.0008844029827240077,,0.001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-310498.5722161616,-270744.98323184863,-245098.690245899,-234705.25950733674,-231158.7352086474,-258441.24808197864,29485.940400664444
162,0.0705606460571289,0.0030518267124564043,0.022893571853637697,0.0018922759104481653,,0.001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-310503.6203065999,-270749.43379440956,-245103.30517087682,-234710.31582027476,-231163.29813334343,-258445.99464510087,29486.01819522952
163,0.0706913948059082,0.004559498154861549,0.022156953811645508,0.001308313926941535,,0.001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-310549.0552406595,-270789.4897221525,-245144.8559018248,-234755.84240662155,-231204.3675140532,-258488.72215706226,29486.71402390405
164,0.07838644981384277,0.02139147776270529,0.02211136817932129,0.0006628251140878819,,0.001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-311003.9139271672,-271190.2043909538,-245559.51837228544,-235211.43925983156,-231615.35900753614,-258916.08699155482,29493.842308632014
165,0.06572585105895996,0.0007378133475914705,0.021707916259765626,0.0021970035279519854,2,0.001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-291889.8297703415,-277133.80053794984,-261217.47370011322,-264679.8966795852,-261107.4558119622,-271205.6912999904,11893.703457037398
166,0.06952066421508789,0.0032972232238965213,0.021673202514648438,0.0016297048565219881,2,0.001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-291895.3236584154,-277138.2104589412,-261222.17693977623,-264685.0465822778,-261112.1135986552,-271210.5742476132,11893.907926416317
167,0.07068982124328613,0.005346294710390871,0.021175193786621093,0.0008754638207020592,2,0.001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-291944.8016503509,-277177.8539057533,-261264.51790247532,-264731.3110951523,-261154.0364282554,-271254.50419639744,11895.76230459032
168,0.06769242286682128,0.003529523838706406,0.023322629928588866,0.0033819668988000996,2,0.001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-292422.33645651577,-277614.0946146111,-261688.41254853137,-265195.2987668343,-261574.12086972015,-271698.8526512425,11911.911570673761
169,0.06792759895324707,0.0029511832595206663,0.020275068283081055,0.000511084543303342,3,0.001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-299542.8712880072,-264123.4356442675,-274346.7471079775,-285956.04383536585,-274584.2843604873,-279710.6764472211,12085.812141915756
170,0.06853857040405273,0.004157964137340513,0.020647192001342775,0.0005145811694318255,3,0.001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-299548.07484607043,-264127.8490406698,-274351.3856972863,-285961.3986618855,-274589.01268473064,-279715.54418612854,12086.122057846927
171,0.0673818588256836,0.0028115427011223475,0.02075819969177246,0.00043707085883068394,3,0.001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-299594.53929004265,-264167.4904289684,-274393.1387914993,-286009.5566923232,-274631.57040419703,-279759.2591214061,12088.80679825293
172,0.06607575416564941,0.0013168196032344887,0.021030569076538087,0.0008790403398740401,3,0.001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-300065.3104833119,-264559.9827263871,-274810.84907809476,-286487.1578096725,-275057.41776424047,-280196.14357234136,12118.234851590123
173,0.06559796333312988,0.00112315898242093,0.021010112762451173,0.00033923129791956055,5,0.001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-319822.97295435064,-263360.0091165901,-293836.1960393805,-302001.7769581307,-295635.18292560347,-294931.22759881115,18264.874150992673
174,0.0651667594909668,0.0015246671723091658,0.02055668830871582,0.0007000680316984324,5,0.001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-319828.07938498247,-263364.25630651624,-293840.81347986235,-302007.01410204376,-295639.87926772475,-294936.0085082259,18265.18401726993
175,0.06497464179992676,0.0008026545594155923,0.019963645935058595,0.0005049043248149658,5,0.001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-319873.9799350821,-263402.4610440991,-293882.3696543781,-302054.1156166526,-295682.1489620062,-294979.01504244364,18267.961659513327
176,0.06504459381103515,0.0017868288158692728,0.01985926628112793,0.000713099637749039,5,0.001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-320347.8395437791,-263791.3028794329,-294297.9012827305,-302521.65626768064,-296105.7942156916,-295412.898837863,18297.182049235387
177,0.06910367012023926,0.005188578549282706,0.020067691802978516,0.0009790181042409845,4,0.001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-314537.3699908515,-277286.848364858,-295263.00078191556,-302247.95673897484,-288767.9804319331,-295620.63126170664,12529.794614374397
178,0.06908125877380371,0.003489509627706659,0.020955371856689452,0.0005812183241308514,4,0.001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-314542.26441252616,-277291.2226904121,-295267.5655628695,-302253.20457775256,-288772.6615591572,-295625.38376054354,12530.00941710634
179,0.06629352569580078,0.002363732311246849,0.020133018493652344,0.0005712322875282935,4,0.001,0.1,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(0.1), 'rgr__loss': 'squared_epsilon_insensitive'}",-314586.49996657926,-277330.53142662323,-295308.6554960911,-302300.3692109773,-288814.7942707909,-295668.17007421236,12532.009201325121
180,0.06826729774475097,0.002420374844032555,0.02074432373046875,0.0011868923043998442,4,0.001,1.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': np.float64(0.001), 'rgr__epsilon': np.float64(1.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-315058.6698721704,-277715.54184365313,-295719.7411865353,-302768.4280728387,-289236.3595745215,-296099.7481099438,12562.973806589507
181,0.06608576774597168,0.002922868563331238,0.02018141746520996,0.0012087538864462343,5,0.0001,0.0,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.0), 'rgr__loss': 'squared_epsilon_insensitive'}",-1072924.9594519655,-946468.0966871358,-1024723.8373131994,-1065705.3195718583,-1029268.5002249788,-1027818.1426498275,44943.45633768512
182,0.06569495201110839,0.001503358574452027,0.020119762420654295,0.0008739581902470598,5,0.0001,0.01,squared_epsilon_insensitive,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': np.float64(0.0001), 'rgr__epsilon': np.float64(0.01), 'rgr__loss': 'squared_epsilon_insensitive'}",-1072928.0344562568,-946471.202205836,-1024727.2433650288,-1065708.6832112402,-1029272.1127984159,-1027821.4552073556,44943.49286635095
