rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocess__categorical__encode__min_frequency,param_rgr__C,param_rgr__gamma,param_rgr__shrinking,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
74,0.046104717254638675,0.007827671658031466,0.015602397918701171,0.0025981423285418317,2,1,scale,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 1, 'rgr__gamma': 'scale', 'rgr__shrinking': True}",-75630.40033078936,-96651.19177755722,-74639.09342997844,-113724.3037073878,-130831.82718545946,-98295.36328623447,21783.92358974261
75,0.038433504104614255,0.0006804471326691109,0.024799823760986328,0.0211021665394816,,1,scale,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 1, 'rgr__gamma': 'scale', 'rgr__shrinking': True}",-75637.45517940148,-96635.4310765145,-74639.66812685167,-113733.72984992668,-130869.4193849011,-98303.14072351909,21795.137433031057
76,0.037692594528198245,0.0005785504049933258,0.014400434494018555,0.0004900192272418899,4,1,0.01,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 1, 'rgr__gamma': 0.01, 'rgr__shrinking': True}",-75674.36180305538,-96761.14963226591,-74696.0459035634,-113746.66382996528,-131220.84741830273,-98419.81371743054,21880.329315806495
77,0.04089646339416504,0.0032128462599680836,0.015801334381103517,0.002135495026260812,5,1,0.01,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 1, 'rgr__gamma': 0.01, 'rgr__shrinking': True}",-75677.41186380482,-96762.00276550789,-74695.02411167925,-113739.35477310672,-131230.5516963369,-98420.8690420871,21881.790056436068
78,0.039500761032104495,0.0010974136080263565,0.014737558364868165,0.0017063360723980471,3,1,0.01,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 1, 'rgr__gamma': 0.01, 'rgr__shrinking': True}",-75685.74194520287,-96757.62441091417,-74691.35253576074,-113776.94549053725,-131286.3723528607,-98439.60734705515,21902.926638143
79,0.038707542419433597,0.0008076586566957654,0.01399993896484375,8.395584517316346e-07,2,1,0.01,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 1, 'rgr__gamma': 0.01, 'rgr__shrinking': True}",-75693.80372540523,-96765.64100587726,-74694.54946534187,-113781.57278229797,-131292.39020949285,-98445.59143768305,21902.888328656267
80,0.0376035213470459,0.000581330044549877,0.014418077468872071,0.00047812696062387303,,1,0.01,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 1, 'rgr__gamma': 0.01, 'rgr__shrinking': True}",-75699.1261958055,-96746.65831273774,-74694.28670588264,-113789.65690686143,-131304.58992602237,-98446.86360946193,21906.924247428426
81,0.03840136528015137,0.0009690968401428025,0.014400768280029296,0.0004890661292354566,5,1,auto,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 1, 'rgr__gamma': 'auto', 'rgr__shrinking': True}",-76149.00307845311,-97623.10205424855,-75045.55739767387,-114178.49675684806,-132012.9775994197,-99001.82737732866,21991.465006818406
82,0.03999958038330078,0.002074611776585245,0.014705133438110352,0.0012481887811871875,4,1,auto,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 1, 'rgr__gamma': 'auto', 'rgr__shrinking': True}",-76181.7814992736,-97658.17005621469,-75063.50013459433,-114225.20253114069,-132071.22278009108,-99039.97540026289,22004.236896893446
83,0.037901782989501955,0.0008004550574541757,0.014102458953857422,0.0006652333814827104,3,1,auto,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 1, 'rgr__gamma': 'auto', 'rgr__shrinking': True}",-76311.37453297003,-97757.87634880948,-75133.38184579683,-114377.25940061003,-132329.54598073591,-99181.88762178447,22059.398837173216
84,0.03740234375,0.0008031395504619936,0.013603448867797852,0.0009730181715658899,2,1,auto,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 1, 'rgr__gamma': 'auto', 'rgr__shrinking': True}",-76539.55519425237,-98134.89936736866,-75267.19845447253,-114528.59835417381,-132564.07156136836,-99406.86458632714,22069.537475170953
85,0.03790426254272461,0.0008022732968323405,0.014301586151123046,0.0004011219079004516,,1,auto,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 1, 'rgr__gamma': 'auto', 'rgr__shrinking': True}",-77160.7427111989,-99180.29851054329,-75877.8909248565,-115274.31799059515,-133304.48077054683,-100159.54618154812,22120.33311151666
86,0.04064764976501465,0.0018003869335032477,0.01649608612060547,0.003874115911860762,4,100,1,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 100, 'rgr__gamma': 1, 'rgr__shrinking': True}",-77961.47062464144,-96566.6648519501,-77578.93085445961,-116374.70344847704,-133314.98600932898,-100359.35115777144,21806.248867931747
87,0.03730645179748535,0.0005094557654589491,0.013800525665283203,0.0004005003122788272,5,100,1,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 100, 'rgr__gamma': 1, 'rgr__shrinking': True}",-77957.663422005,-96564.3425398362,-77584.95241461076,-116377.71557773472,-133314.67924874986,-100359.87064058732,21806.20365335945
88,0.0400998592376709,0.003557499497540231,0.014398622512817382,0.0005821112996273483,3,100,1,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 100, 'rgr__gamma': 1, 'rgr__shrinking': True}",-77964.67629574568,-96625.27380486423,-77577.9554052858,-116397.90375995355,-133322.02293117,-100377.56643940386,21809.30090267021
89,0.039604568481445314,0.0022212413096045474,0.014301443099975586,0.0004009854225784847,2,100,1,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 100, 'rgr__gamma': 1, 'rgr__shrinking': True}",-77997.18229237355,-96628.26668991562,-77575.16267372618,-116398.30923701636,-133322.50275523492,-100384.28472965334,21803.308297767326
90,0.037602567672729494,0.0005841550157845521,0.01440114974975586,0.0004890463932392378,,100,1,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 100, 'rgr__gamma': 1, 'rgr__shrinking': True}",-77997.17588570545,-96634.27151498706,-77575.34069942869,-116400.33240348815,-133324.29305341272,-100386.28271140442,21803.903690738927
91,0.03870434761047363,0.0011706665951629273,0.013602876663208007,0.0007345379278926462,4,100,10,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 100, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78269.15557734313,-97234.43582726932,-77698.42671314915,-116385.82990284814,-133316.4551746028,-100580.86063904251,21698.07699857494
91,0.04120454788208008,0.003043252042292552,0.014302682876586915,0.0008713153079670219,5,100,10,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 100, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78269.15557734313,-97234.43582726932,-77698.42671314915,-116385.82990284814,-133316.4551746028,-100580.86063904251,21698.07699857494
93,0.042202091217041014,0.0024604912626380927,0.015102624893188477,0.0006644849242263806,3,100,10,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 100, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78269.15557734313,-97234.43582727102,-77698.42671314915,-116385.82990284842,-133316.4551746028,-100580.8606390429,21698.07699857493
94,0.03866353034973145,0.0009277649243283175,0.014901399612426758,0.001356921828637045,,100,10,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 100, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78269.15557734363,-97234.435827271,-77698.42671314915,-116385.82990284842,-133316.4551746028,-100580.860639043,21698.076998574827
94,0.03820257186889649,0.0005071292506991337,0.014002180099487305,0.0006307511845208701,2,100,10,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 100, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78269.15557734363,-97234.435827271,-77698.42671314915,-116385.82990284842,-133316.4551746028,-100580.860639043,21698.076998574827
96,0.04099879264831543,0.002209597064065366,0.016704845428466796,0.002360003549905216,4,1,0.1,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 1, 'rgr__gamma': 0.1, 'rgr__shrinking': True}",-77354.48583731899,-98894.70326692589,-76840.77740479723,-116850.05431273242,-134039.9588612568,-100795.99593660627,22315.311630076336
97,0.03833918571472168,0.000971875107810015,0.014702272415161134,0.0012472384946235781,5,1,0.1,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 1, 'rgr__gamma': 0.1, 'rgr__shrinking': True}",-77352.56542728131,-98900.90575655745,-76841.06999854524,-116858.61231934391,-134033.19355038868,-100797.26941042332,22314.762914725274
98,0.03978290557861328,0.002268419923866089,0.014201641082763672,0.00039924664340624155,3,1,0.1,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 1, 'rgr__gamma': 0.1, 'rgr__shrinking': True}",-77388.22461117388,-98967.26629655455,-76843.99669126686,-116954.26539755579,-134191.1698559231,-100868.98457049484,22366.345051168137
99,0.03972177505493164,0.003181990376880703,0.015701675415039064,0.0021384266948286405,2,1,0.1,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 1, 'rgr__gamma': 0.1, 'rgr__shrinking': True}",-77416.25389664635,-99029.55960054274,-76847.57538709581,-116959.63629384688,-134219.74741326476,-100894.5545182793,22367.92947682995
100,0.0382047176361084,0.0008115703770775508,0.014455747604370118,0.00045593942299771627,,1,0.1,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 1, 'rgr__gamma': 0.1, 'rgr__shrinking': True}",-77425.74133436105,-99075.90316271936,-76846.05874565568,-116970.68686385924,-134257.74498008972,-100915.22701733702,22378.40569014327
101,0.03998961448669434,0.0024195252156240478,0.015199995040893555,0.0020395172976485553,4,10,1,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 10, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78440.68887699425,-99559.93698414887,-78038.51321656787,-117820.73985644474,-135706.55144387338,-101913.2860756058,22456.792826692163
102,0.03860158920288086,0.0017742443982039916,0.01370244026184082,0.0004004077000945848,5,10,1,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 10, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78440.42066708361,-99560.25722578792,-78039.24903377132,-117820.83257120075,-135706.52146215027,-101913.45619199878,22456.68984149167
103,0.041603374481201175,0.0035736405286832863,0.014417362213134766,0.0010151124791201289,3,10,1,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 10, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78441.09129222426,-99565.64934507853,-78038.5767833559,-117825.29802507343,-135707.07264130336,-101915.5376174071,22457.37820555947
104,0.03868250846862793,0.0010631407700521973,0.01400299072265625,0.0007060172990586639,2,10,1,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 10, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78444.6488694391,-99565.94150103486,-78038.565970962,-117825.30299553154,-135707.0726560243,-101916.30639859836,22456.631391340266
105,0.03793320655822754,0.0003790205054007311,0.014802360534667968,0.0011651053272128502,,10,1,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 10, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78444.6602597788,-99566.39626175996,-78038.65375333317,-117825.30694912975,-135707.07440914895,-101916.41832663013,22456.601911964044
106,0.04081606864929199,0.0022959436234766223,0.014269304275512696,0.0006439017738196046,4,10,10,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 10, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78481.20537307905,-99649.64445457119,-78044.77436832336,-117825.98466668846,-135703.04851998092,-101940.9314765286,22444.823597951807
106,0.03800077438354492,0.0003122852892727653,0.013600635528564452,0.0004895332376891926,5,10,10,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 10, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78481.20537307905,-99649.64445457119,-78044.77436832336,-117825.98466668846,-135703.04851998092,-101940.9314765286,22444.823597951807
108,0.03958187103271484,0.0014927088086064807,0.014399051666259766,0.0007990602431110752,3,10,10,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 10, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78481.20537307905,-99649.64445457139,-78044.77436832336,-117825.98466668846,-135703.04851998092,-101940.93147652863,22444.823597951803
109,0.04010562896728516,0.0039631454781547185,0.013799476623535156,0.00040069172580931966,2,10,10,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 10, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78481.2053730791,-99649.64445457137,-78044.77436832336,-117825.98466668846,-135703.04851998092,-101940.93147652864,22444.823597951796
109,0.03870234489440918,0.0008722081265970635,0.014314222335815429,0.0006153030344778568,,10,10,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 10, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78481.2053730791,-99649.64445457137,-78044.77436832336,-117825.98466668846,-135703.04851998092,-101940.93147652864,22444.823597951796
111,0.04180755615234375,0.002977644749245829,0.01589226722717285,0.0024024750313596933,4,1,1,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 1, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78623.8829373564,-101210.73545246304,-77736.81503477483,-117798.97081165761,-136099.63504553286,-102294.00785635694,22573.11816279394
112,0.04072837829589844,0.0019218599798036529,0.014202880859375,0.0003987421516924914,5,1,1,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 1, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78623.85619631091,-101210.80193071105,-77736.88827960186,-117798.96671623632,-136099.62715945384,-102294.0280564628,22573.10427169649
113,0.03849940299987793,0.0013024485929939613,0.01400151252746582,2.648915178743582e-06,3,1,1,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 1, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78623.92433056835,-101211.31578404269,-77736.8205906036,-117799.6530580864,-136099.79243402035,-102294.30123946427,22573.243569542556
114,0.042205286026000974,0.003906557409918775,0.014102602005004882,0.00048762678079889696,2,1,1,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 1, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78624.28987899648,-101211.33971763654,-77736.8214797031,-117799.65355532353,-136099.79243843735,-102294.3794140194,22573.16655334703
115,0.0380523681640625,0.0015173644872129002,0.014200639724731446,0.000401401576420333,,1,1,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 1, 'rgr__gamma': 1, 'rgr__shrinking': True}",-78624.29054295691,-101211.38103616078,-77736.8324004171,-117799.65395086375,-136099.79296307883,-102294.39017869547,22573.163852951555
116,0.03860149383544922,0.0008519122358331807,0.014101552963256835,0.00048744470398090885,4,1,10,True,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__C': 1, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78627.99834106461,-101220.44706508674,-77738.19559138792,-117799.75764873502,-136127.1648227453,-102302.71269380391,22580.21639935275
116,0.04040517807006836,0.0036278433115549667,0.014102649688720704,0.0006655530439741487,5,1,10,True,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__C': 1, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78627.99834106461,-101220.44706508674,-77738.19559138792,-117799.75764873502,-136127.1648227453,-102302.71269380391,22580.21639935275
118,0.03890376091003418,0.0021050101371762843,0.01419677734375,0.000519386578284146,3,1,10,True,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__C': 1, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78627.99834106461,-101220.44706508677,-77738.19559138792,-117799.75764873502,-136127.1648227453,-102302.71269380393,22580.21639935275
118,0.0375636100769043,0.0005232352496877761,0.014199256896972656,0.0007487771025676964,,1,10,True,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__C': 1, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78627.99834106462,-101220.44706508677,-77738.19559138792,-117799.75764873502,-136127.1648227453,-102302.71269380393,22580.216399352747
118,0.038800525665283206,0.0011221914634981698,0.014601325988769532,0.0004891844169393163,2,1,10,True,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__C': 1, 'rgr__gamma': 10, 'rgr__shrinking': True}",-78627.99834106462,-101220.44706508677,-77738.19559138792,-117799.75764873502,-136127.1648227453,-102302.71269380393,22580.216399352747
