rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocess__categorical__encode__min_frequency,param_rgr__alpha,param_rgr__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
103,0.0381932258605957,0.0006903037663267204,0.01280074119567871,0.0007492972494346721,3,0.08999999999999998,0.8,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.8)}",-26837.001391536807,-39926.903726948774,-36735.23880382323,-40058.34358114433,-42558.17392037425,-37223.132284765474,5512.190623343577
104,0.048615312576293944,0.0030380710768819013,0.015001916885375976,0.0014137405191807426,2,0.06999999999999999,0.5,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.5)}",-26533.298814838497,-37314.8044455865,-38808.961659408946,-40357.18834182655,-43120.25310178832,-37226.90127268976,5681.444683851781
105,0.04600582122802734,0.002699646541077784,0.013701391220092774,0.0003983623134159877,,0.03,0.8,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.8)}",-29413.18375179105,-40283.1123474304,-36403.745184865606,-40651.67068916412,-39404.23620262359,-37231.18963517495,4184.302440731379
106,0.04000978469848633,0.0009035919007114513,0.013595199584960938,0.0005879789573237529,2,0.049999999999999996,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-26540.181789913342,-37308.06932300048,-38886.41430934359,-40357.12188511628,-43137.32164303474,-37245.82179008168,5686.758394402301
107,0.04040341377258301,0.0018236730119994442,0.014304065704345703,0.0015350459346738267,4,0.06999999999999999,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-26533.61854398957,-40131.855858100265,-36200.439860267594,-40127.23338499105,-43494.115268539535,-37297.4525831776,5856.683189054545
108,0.03989200592041016,0.0014735706453587031,0.014002799987792969,0.0008945786998015826,3,0.03,0.4,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.4)}",-26980.65380257707,-39970.35845565289,-36926.83728628725,-40110.855248112915,-42625.545644317855,-37322.8500873896,5477.567044554318
109,0.04222121238708496,0.0033467505400289403,0.013501882553100586,0.0011843810018197741,4,0.03,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.03), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-26592.63280353776,-40135.31690309403,-36255.82159063143,-40151.51135961588,-43528.751496085926,-37332.80683059301,5842.946577965285
110,0.04040083885192871,0.001979434902544028,0.012901067733764648,0.00019813355684455158,5,0.08999999999999998,0.6,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.6)}",-25718.840214027117,-39199.19163603134,-36993.553884794506,-41111.306077050205,-43714.80033020103,-37347.53842842084,6220.747830583633
111,0.045098876953125,0.0008630925856478631,0.014200067520141602,0.0007462007548890073,,0.049999999999999996,0.9,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.9)}",-30097.875494923985,-40821.935361289965,-36049.310453361875,-40841.04243254948,-38938.96433649935,-37349.825615724934,4026.2047405295193
112,0.04960489273071289,0.004789290205575385,0.01329798698425293,0.00039874155295333767,,0.01,0.4,"{'preprocess__categorical__encode__min_frequency': None, 'rgr__alpha': np.float64(0.01), 'rgr__l1_ratio': np.float64(0.4)}",-29661.592413544313,-40397.23678853025,-36399.40584000881,-40753.600667966784,-39672.42283218313,-37376.85170844666,4153.924235347771
113,0.03920426368713379,0.000924459616304798,0.013103103637695313,0.00048738975650763834,4,0.049999999999999996,0.6,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.6)}",-26632.443585036748,-40276.20635111166,-36272.45196984619,-40168.9987689691,-43542.95169594424,-37378.61047418158,5846.11188476714
114,0.04893636703491211,0.004807725002334545,0.016098165512084962,0.0020097931783234686,5,0.06999999999999999,0.5,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.06999999999999999), 'rgr__l1_ratio': np.float64(0.5)}",-25751.991628128773,-39291.19913671847,-37122.933859701174,-41087.45926526487,-43765.49721330819,-37403.81622062429,6220.069720508442
115,0.0387054443359375,0.0020451195038563748,0.01300206184387207,0.0007083772616940593,5,0.049999999999999996,0.30000000000000004,"{'preprocess__categorical__encode__min_frequency': 5, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.30000000000000004)}",-25761.69807815298,-39297.86416828795,-37163.16683938314,-41072.15132122932,-43787.933382545096,-37416.5627579197,6219.277555671525
116,0.039403867721557614,0.00037629867712429853,0.012799739837646484,0.000401258709454705,4,0.08999999999999998,0.8,"{'preprocess__categorical__encode__min_frequency': 4, 'rgr__alpha': np.float64(0.08999999999999998), 'rgr__l1_ratio': np.float64(0.8)}",-26719.61364267747,-40587.32511293086,-36140.472382867745,-40197.30021285196,-43588.13280032005,-37446.56883032962,5863.840664461252
117,0.03969898223876953,0.0016909602006930627,0.014800739288330079,0.0021386240179650045,2,0.049999999999999996,0.4,"{'preprocess__categorical__encode__min_frequency': 2, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.4)}",-26688.967138636326,-37583.255718688575,-39527.85757817745,-40356.039348521495,-43231.96199984777,-37477.61635677433,5692.230026837162
118,0.04180421829223633,0.0031722650581967322,0.014101028442382812,0.0012789793510706768,3,0.049999999999999996,0.7000000000000001,"{'preprocess__categorical__encode__min_frequency': 3, 'rgr__alpha': np.float64(0.049999999999999996), 'rgr__l1_ratio': np.float64(0.7000000000000001)}",-27207.189826689748,-40466.71665164823,-36960.81764666956,-40241.05115916651,-42683.59568061929,-37511.87419295867,5466.55992778127
